Index,Title,Model,Price,Distance,Fuel Type,Engine,Transmission Type,City
6681,Mitsubishi Pajero  2004 GLS 2.8D for Sale,2004,PKR 47.5 lacs,"95,000 km",Diesel,2800 cc,Automatic,Lahore
6682,Honda Vezel  2017 Hybrid RS Honda Sensing  for Sale,2017,PKR 64.5 lacs,"75,000 km",Petrol,1500 cc,Automatic,Lahore
6683,Honda N Wgn  2016 Custom G for Sale,2016,PKR 28.85 lacs,"88,000 km",Petrol,660 cc,Automatic,Lahore
6684,Suzuki Cultus  2012 VXRi for Sale,2012,PKR 12.3 lacs,"100,000 km",Petrol,1000 cc,Manual,Lahore
6685,Suzuki Bolan  2016 VX Euro II for Sale,2016,PKR 14.5 lacs,"78,000 km",Petrol,800 cc,Manual,Lahore
6686,Suzuki Cultus  2013 EURO II for Sale,2013,PKR 15.5 lacs,"85,000 km",Petrol,1000 cc,Manual,Lahore
6687,Hyundai Sonata  2022 2.5 for Sale,2022,PKR 1.01 crore,"19,118 km",Petrol,2500 cc,Automatic,Lahore
6688,Honda City 5th (GM2) Generation 2015 1.3 i-VTEC for Sale,2015,PKR 31 lacs,85 km,Petrol,1300 cc,Manual,Lahore
6689,Toyota Prius  2012  for Sale,2012,PKR 29.5 lacs,"155,000 km",Hybrid,1800 cc,Automatic,Lahore
6690,Suzuki Cultus  2020 Auto Gear Shift for Sale,2020,PKR 34 lacs,"70,000 km",Petrol,1000 cc,Automatic,Lahore
6691,Honda Civic Reborn 2010 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,2010,PKR 26 lacs,"121,900 km",Petrol,1800 cc,Automatic,Lahore
6692,Mitsubishi Ek Wagon  2016 M for Sale,2016,PKR 23.9 lacs,"111,308 km",Petrol,660 cc,Automatic,Lahore
6693,Honda Vezel  2014 Hybrid X for Sale,2014,PKR 46.6 lacs,"91,000 km",Hybrid,1500 cc,Automatic,Lahore
6694,Nissan Bluebird Sylphy  2007 15S for Sale,2007,PKR 30 lacs,"140,000 km",Petrol,1500 cc,Automatic,Lahore
6695,Toyota Corolla Cross  2024 1.8 HEV X for Sale,2024,PKR 96.25 lacs,19 km,Hybrid,1800 cc,Automatic,Lahore
6696,Suzuki Alto  2012 VXR for Sale,2012,PKR 13.5 lacs,"57,000 km",Petrol,1000 cc,Manual,Lahore
6697,Honda Vezel  2019 Hybrid Z for Sale,2019,PKR 76.5 lacs,"45,000 km",Hybrid,1500 cc,Automatic,Lahore
6698,Toyota Prius Alpha  2014 S for Sale,2014,PKR 48.9 lacs,"154,000 km",Hybrid,1800 cc,Automatic,Lahore
6699,Toyota Raize  2020 Z for Sale,2020,PKR 57.9 lacs,"38,000 km",Petrol,1000 cc,Automatic,Lahore
6700,Toyota Yaris  2022 ATIV CVT 1.3 for Sale,2022,PKR 45.9 lacs,"24,000 km",Petrol,1300 cc,Automatic,Lahore
6701,Toyota Corolla  2019 GLi 1.3 VVTi for Sale,2019,PKR 42.5 lacs,"75,000 km",Petrol,1300 cc,Manual,Lahore
6702,Toyota Prado 3rd (J120) Generation 2003 TZ 3.4 for Sale,2003,PKR 80 lacs,"190,000 km",Petrol,3400 cc,Automatic,Lahore
6703,Honda Vezel  2014 Hybrid Z for Sale,2014,PKR 47 lacs,"132,000 km",Hybrid,1500 cc,Automatic,Lahore
6704,Honda Vezel  2018 Hybrid Z for Sale,2018,PKR 69 lacs,"54,000 km",Hybrid,1500 cc,Automatic,Lahore
6705,MG HS  2021 Trophy for Sale,2021,PKR 63.5 lacs,"40,000 km",Petrol,1500 cc,Automatic,Lahore
6706,Toyota Prado  2019 TX L Package 2.7 for Sale,2019,PKR 3.25 crore,"18,000 km",Petrol,2700 cc,Automatic,Lahore
6707,Nissan Note  2021 e-Power S for Sale,2021,PKR 69.9 lacs,"21,000 km",Hybrid,1200 cc,Automatic,Lahore
6708,Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,2018,PKR 45.9 lacs,"194,000 km",Petrol,1800 cc,Automatic,Lahore
6709,Tesla Model 3  2021 Standard Range Plus for Sale,2021,PKR 1.39 crore,"31,000 km",Electric,55.0 kWh,Automatic,Lahore
6710,Toyota Corolla  2024 Altis Grande X CVT-i 1.8 Beige Interior for Sale,2024,PKR 78.5 lacs,19 km,Petrol,1800 cc,Automatic,Lahore
6711,Suzuki Swift  2024 GLX CVT for Sale,2024,PKR 49.65 lacs,23 km,Petrol,1200 cc,Automatic,Lahore
6712,Toyota Corolla Cross  2024 1.8 HEV X for Sale,2024,PKR 96 lacs,14 km,Hybrid,1800 cc,Automatic,Lahore
6713,Changan Karvaan  2021 Base Model 1.0 for Sale,2021,PKR 19.5 lacs,"138,624 km",Petrol,1000 cc,Manual,Lahore
6714,Haval Jolion  2024 HEV for Sale,2024,PKR 98.15 lacs,14 km,Hybrid,1500 cc,Automatic,Lahore
6715,Toyota Corolla Cross  2024 1.8 HEV X for Sale,2024,PKR 96 lacs,10 km,Hybrid,1800 cc,Automatic,Lahore
6716,KIA Sportage  2020 FWD for Sale,2020,PKR 62.5 lacs,"92,000 km",Petrol,2000 cc,Automatic,Lahore
6717,Suzuki Swift  2022 GLX CVT for Sale,2022,PKR 45.95 lacs,"26,500 km",Petrol,1200 cc,Automatic,Lahore
6718,Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,2021,PKR 64 lacs,"35,000 km",Petrol,1800 cc,Automatic,Lahore
6719,Nissan Note  2021 e-Power X for Sale,2021,PKR 59.95 lacs,"22,500 km",Hybrid,1200 cc,Automatic,Lahore
6720,Honda City  2018 1.3 i-VTEC for Sale,2018,PKR 34.4 lacs,"130,000 km",Petrol,1300 cc,Manual,Lahore
6721,Toyota Prado  2017 TX 2.7 for Sale,2017,PKR 2.25 crore,"50,311 km",Petrol,2700 cc,Automatic,Lahore
6722,Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,2020,PKR 56 lacs,"75,000 km",Petrol,1800 cc,Automatic,Lahore
6723,Haval H6  2024 HEV for Sale,2024,PKR 1.22 crore,"2,200 km",Hybrid,1500 cc,Automatic,Lahore
6724,Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,2019,PKR 60 lacs,"32,000 km",Petrol,1800 cc,Automatic,Lahore
6725,Toyota Aqua  2020 S for Sale,2020,PKR 63.5 lacs,"108,000 km",Hybrid,1500 cc,Automatic,Lahore
6726,Honda City  2000 EXi for Sale,2000,PKR 12.3 lacs,"106,042 km",Petrol,1300 cc,Manual,Lahore
6727,Toyota Corolla  2016 GLi Automatic 1.3 VVTi for Sale,2016,PKR 36.5 lacs,"82,000 km",Petrol,1300 cc,Automatic,Lahore
6728,Suzuki Alto  2024 VXL AGS for Sale,2024,PKR 31.5 lacs,244 km,Petrol,660 cc,Automatic,Lahore
6729,Suzuki Alto  2021 works edition for Sale,2021,PKR 42.5 lacs,"12,000 km",Petrol,660 cc,Manual,Lahore
6730,Toyota Aqua  2021 S for Sale,2021,PKR 61.5 lacs,"47,000 km",Hybrid,1500 cc,Automatic,Lahore
6731,Suzuki Cultus  2022 VXR for Sale,2022,PKR 31 lacs,"29,500 km",Petrol,1000 cc,Manual,Lahore
6732,Toyota Hilux  2022 Revo V Automatic 2.8 for Sale,2022,PKR 1.27 crore,"77,000 km",Diesel,2800 cc,Automatic,Lahore
6733,Toyota Corolla  2023 Altis Grande X CVT-i 1.8 Black Interior for Sale,2023,PKR 72.5 lacs,"22,000 km",Petrol,1800 cc,Automatic,Lahore
6734,Toyota Land Cruiser  2020 ZX for Sale,2020,PKR 5.2 crore,"6,818 km",Petrol,4600 cc,Automatic,Lahore
6735,Nissan Note  2020 1.2E for Sale,2020,PKR 49.5 lacs,"24,000 km",Hybrid,1198 cc,Automatic,Lahore
6736,Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,2019,PKR 54.5 lacs,"111,000 km",Petrol,1800 cc,Automatic,Lahore
6737,Honda Civic  2021 Oriel 1.8 i-VTEC CVT for Sale,2021,PKR 62 lacs,"80,000 km",Petrol,1800 cc,Automatic,Lahore
6738,Daihatsu Mira  2018  for Sale,2018,PKR 32 lacs,"62,841 km",Petrol,660 cc,Automatic,Lahore
6739,MG HS  2022 Trophy for Sale,2022,PKR 68.75 lacs,"41,500 km",Petrol,1500 cc,Automatic,Lahore
6740,Toyota Yaris  2023 ATIV X CVT 1.5 for Sale,2023,PKR 56 lacs,19 km,Petrol,1500 cc,Automatic,Lahore
6741,Toyota Yaris  2020 ATIV CVT 1.3 for Sale,2020,PKR 41.5 lacs,"93,146 km",Petrol,1300 cc,Automatic,Lahore
6742,Daihatsu Boon  2019 Cilq for Sale,2019,PKR 38.5 lacs,"66,216 km",Petrol,1000 cc,Automatic,Lahore
6743,Honda Freed  2019 Hybrid G Honda Sensing for Sale,2019,PKR 53.95 lacs,"157,219 km",Hybrid,1500 cc,Automatic,Lahore
6744,Hyundai Tucson  2022 AWD A/T Ultimate for Sale,2022,PKR 77.5 lacs,"35,390 km",Petrol,2000 cc,Automatic,Lahore
6745,Suzuki Swift  2011 DLX 1.3 for Sale,2011,PKR 18 lacs,"151,228 km",Petrol,1300 cc,Manual,Lahore
6746,Haval Jolion  2024 HEV for Sale,2024,PKR 97.85 lacs,1 km,Hybrid,1500 cc,Automatic,Lahore
6747,Haval H6  2024 1.5T for Sale,2024,PKR 98.13 lacs,10 km,Petrol,1500 cc,Automatic,Lahore
6748,Haval H6  2024 1.5T for Sale,2024,PKR 94.12 lacs,8 km,Petrol,1500 cc,Automatic,Lahore
6749,Haval H6  2024 HEV for Sale,2024,PKR 1.24 crore,5 km,Hybrid,1500 cc,Automatic,Lahore
6750,Haval H6  2024 HEV for Sale,2024,PKR 1.24 crore,9 km,Hybrid,1500 cc,Automatic,Lahore
6751,Haval Jolion  2024 1.5T for Sale,2024,PKR 82.28 lacs,8 km,Petrol,1500 cc,Automatic,Lahore
6752,Haval Jolion  2024 1.5T for Sale,2024,PKR 82.99 lacs,10 km,Petrol,1500 cc,Automatic,Lahore
6753,Haval H6  2024 2.0T AWD for Sale,2024,PKR 1.13 crore,3 km,Petrol,2000 cc,Automatic,Lahore
6754,Haval H6  2024 2.0T AWD for Sale,2024,PKR 1.11 crore,11 km,Petrol,2000 cc,Automatic,Lahore
6755,Haval Jolion  2024 HEV for Sale,2024,PKR 96.14 lacs,6 km,Hybrid,1500 cc,Automatic,Lahore
6756,KIA Classic  2000  for Sale,2000,PKR 4.6 lacs,"14,000 km",Petrol,1300 cc,Manual,Lahore
6757,Honda City  2006 i-DSI for Sale,2006,PKR 18.7 lacs,"281,000 km",Petrol,1300 cc,Manual,Lahore
6758,Honda City  2020 1.3 i-VTEC Prosmatec for Sale,2020,PKR 41 lacs,"45,000 km",Petrol,1300 cc,Automatic,Lahore
6759,Daihatsu Cuore  2007 CX Automatic for Sale,2007,PKR 8.25 lacs,"123,456 km",Petrol,800 cc,Automatic,Lahore
6760,Toyota Corolla  1982 XE Limited for Sale,1982,PKR 12.8 lacs,"50,000 km",Petrol,2000 cc,Manual,Lahore
6761,MG HS  2021 Trophy for Sale,2021,PKR 67 lacs,"42,000 km",Petrol,1500 cc,Automatic,Lahore
6762,Suzuki Cultus  2019 Auto Gear Shift for Sale,2019,PKR 30 lacs,"80,000 km",Petrol,1000 cc,Automatic,Lahore
6763,Hyundai Santro  2007 Club for Sale,2007,PKR 9.6 lacs,"350,000 km",Petrol,1000 cc,Manual,Lahore
6764,FAW X-PV  2015 Dual AC for Sale,2015,PKR 8.5 lacs,"76,000 km",Petrol,1000 cc,Manual,Lahore
6765,Toyota Corolla Cross  2024 1.8 HEV X for Sale,2024,PKR 96 lacs,10 km,Hybrid,1800 cc,Automatic,Lahore
6766,KIA Picanto  2021 1.0 MT for Sale,2021,PKR 27.5 lacs,"40,500 km",Petrol,1000 cc,Manual,Lahore
6767,Mitsubishi EK X  2022 Sports for Sale,2022,PKR 39.95 lacs,"22,000 km",Petrol,659 cc,Automatic,Lahore
6768,Suzuki Alto  2021 L limited 40th anniversary edition for Sale,2021,PKR 37.3 lacs,"6,000 km",Petrol,658 cc,Automatic,Lahore
6769,Honda Civic  2001 EXi Automatic for Sale,2001,PKR 12.1 lacs,"300,000 km",Petrol,1500 cc,Automatic,Lahore
6770,Honda N One  2014  for Sale,2014,PKR 26 lacs,"90,000 km",Petrol,660 cc,Automatic,Lahore
6771,Toyota Sienta  2018 G for Sale,2018,PKR 59.5 lacs,"87,572 km",Hybrid,1500 cc,Automatic,Lahore
6772,Honda BR-V  2018 i-VTEC S for Sale,2018,PKR 42.5 lacs,"68,012 km",Petrol,1500 cc,Automatic,Lahore
6773,Audi A6 4th (C7) Generation 2017 1.8 TFSI  for Sale,2017,Call,"58,000 km",Petrol,1800 cc,Automatic,Lahore
6774,Honda BR-V  2020 i-VTEC S for Sale,2020,PKR 46.5 lacs,"93,881 km",Petrol,1500 cc,Automatic,Lahore
6775,Toyota Corolla  2013 Altis SR Cruisetronic 1.6 for Sale,2013,PKR 35 lacs,"87,000 km",Petrol,1600 cc,Automatic,Lahore
6776,Honda N Wgn  2021 G for Sale,2021,PKR 34.5 lacs,"46,000 km",Petrol,660 cc,Automatic,Lahore
6777,Changan Alsvin  2021 1.5L DCT Lumiere for Sale,2021,PKR 39.5 lacs,"32,808 km",Petrol,1500 cc,Automatic,Lahore
6778,Haval H6  2023 HEV for Sale,2023,PKR 1.18 crore,"19,000 km",Hybrid,1500 cc,Automatic,Lahore
6779,Suzuki Cultus  2021 Auto Gear Shift for Sale,2021,PKR 32.75 lacs,"68,000 km",Petrol,1000 cc,Automatic,Lahore
6780,Toyota Corolla Axio  2016 Hybrid 1.5 for Sale,2016,PKR 50 lacs,"105,124 km",Hybrid,1500 cc,Automatic,Lahore
6781,Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,2018,PKR 54 lacs,"88,000 km",Petrol,1800 cc,Automatic,Lahore
6782,Suzuki Cultus  2021 VXL for Sale,2021,PKR 31.5 lacs,"86,685 km",Petrol,1000 cc,Manual,Lahore
6783,Suzuki Swift  2024 GLX CVT for Sale,2024,PKR 50 lacs,10 km,Petrol,1200 cc,Automatic,Lahore
6784,Honda City  2022 1.5L ASPIRE CVT for Sale,2022,PKR 49.25 lacs,"48,000 km",Petrol,1500 cc,Automatic,Lahore
6785,Toyota Corolla  2023 Altis Grande X CVT-i 1.8 Black Interior for Sale,2023,PKR 74 lacs,"34,000 km",Petrol,1800 cc,Automatic,Lahore
6786,Honda Civic Reborn 2006 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,2006,PKR 24.9 lacs,"109,000 km",Petrol,1800 cc,Automatic,Lahore
6787,Toyota Corolla  2014 Altis Automatic 1.6 for Sale,2014,PKR 39.5 lacs,"88,000 km",Petrol,1600 cc,Automatic,Lahore
6788,Honda N One  2014 Premium Tourer for Sale,2014,PKR 25 lacs,"85,000 km",Petrol,660 cc,Automatic,Lahore
6789,Daihatsu Terios  2006 4x4 for Sale,2006,PKR 27.5 lacs,"200,000 km",Petrol,1500 cc,Manual,Lahore
6790,MG HS  2021  for Sale,2021,PKR 66 lacs,"21,000 km",Petrol,1500 cc,Automatic,Lahore
6791,Suzuki Swift  2018 DLX 1.3 Navigation  for Sale,2018,PKR 26.5 lacs,"77,000 km",Petrol,1300 cc,Manual,Lahore
6792,Toyota Land Cruiser  2003 Cygnus for Sale,2003,PKR 85 lacs,"102,000 km",Petrol,4700 cc,Automatic,Lahore
6793,Suzuki Swift  2017 DLX 1.3 Navigation  for Sale,2017,PKR 23.5 lacs,"136,000 km",Petrol,1300 cc,Manual,Lahore
6794,Suzuki Alto  2013  for Sale,2013,PKR 17 lacs,"240,000 km",Petrol,660 cc,Automatic,Lahore
6795,Suzuki Cultus  2022 VXR for Sale,2022,PKR 34 lacs,"37,000 km",Petrol,1000 cc,Manual,Lahore
6796,Suzuki Swift  2022 GL CVT Limited Edition for Sale,2022,PKR 42 lacs,"22,000 km",Petrol,1200 cc,Automatic,Lahore
6797,Toyota Corolla  2009 XLi VVTi for Sale,2009,PKR 21.5 lacs,"217,497 km",Petrol,1300 cc,Manual,Lahore
6798,Toyota Surf  1996 SSR-G 3.0D for Sale,1996,PKR 41 lacs,"190,000 km",Diesel,3000 cc,Automatic,Lahore
6799,Honda Civic  2013 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,2013,PKR 36 lacs,"75,000 km",Petrol,1800 cc,Automatic,Lahore
6800,Toyota C-HR  2019 G-LED for Sale,2019,PKR 88.9 lacs,"34,500 km",Hybrid,1800 cc,Automatic,Lahore
6801,Honda City 5th (GM2) Generation 2015 Aspire Prosmatec 1.3 i-VTEC for Sale,2015,PKR 34.75 lacs,"69,000 km",Petrol,1300 cc,Automatic,Lahore
6802,Suzuki Mehran  2015 VXR Euro II for Sale,2015,PKR 9.7 lacs,"15,786 km",Petrol,800 cc,Manual,Lahore
6803,Honda City 5th (GM2) Generation 2018 1.3 i-VTEC Prosmatec for Sale,2018,PKR 34.3 lacs,"127,000 km",Petrol,1300 cc,Automatic,Lahore
6804,Honda Civic  2013 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,2013,PKR 34.5 lacs,"165,000 km",Petrol,1800 cc,Automatic,Lahore
6805,Toyota Land Cruiser  2018 ZX for Sale,2018,PKR 4.32 crore,"67,522 km",Petrol,4600 cc,Automatic,Lahore
6806,Suzuki Alto  2005 VXR for Sale,2005,PKR 7.3 lacs,"358,860 km",Petrol,1000 cc,Manual,Lahore
6807,Toyota Corolla 9th (E120) Generation 2006 XLi for Sale,2006,PKR 16.2 lacs,"250,000 km",Petrol,1300 cc,Manual,Lahore
6808,Suzuki Cultus  2016 Limited Edition for Sale,2016,PKR 15 lacs,"79,644 km",Petrol,1000 cc,Manual,Lahore
6809,Toyota Vitz  2019 F 1.0 for Sale,2019,PKR 40 lacs,"68,185 km",Petrol,996 cc,Automatic,Lahore
6810,Suzuki Hustler  2020 G for Sale,2020,PKR 31.25 lacs,"41,630 km",Petrol,660 cc,Automatic,Lahore
6811,Toyota Corolla  2019 Altis Grande CVT-i 1.8 for Sale,2019,PKR 56.5 lacs,"90,000 km",Petrol,1800 cc,Automatic,Lahore
6812,Toyota Passo  2014 Plus Hana C for Sale,2014,PKR 27.5 lacs,"103,921 km",Petrol,1000 cc,Automatic,Lahore
6813,Audi e-tron  2021 50 Quattro 230 kW for Sale,2021,PKR 2.35 crore,"32,000 km",Electric,60.0 kWh,Automatic,Lahore
6814,Chevrolet Silverado  2016 LTZ for Sale,2016,PKR 1.5 crore,"100,000 km",Petrol,5300 cc,Automatic,Lahore
6815,Toyota Prado  2018 TX L Package 2.7 for Sale,2018,Call,"40,000 km",Petrol,2700 cc,Automatic,Lahore
6816,Toyota C-HR  2018 G-LED for Sale,2018,Call,"84,500 km",Hybrid,1800 cc,Automatic,Lahore
6817,Toyota Prius  2020 PHV (Plug In Hybrid) for Sale,2020,Call,"13,000 km",Hybrid,1800 cc,Automatic,Lahore
6818,Tesla Model 3  2021 Standard Range Plus for Sale,2021,PKR 1.5 crore,"11,000 km",Electric,55.0 kWh,Automatic,Lahore
6819,KIA Sportage  2021 AWD for Sale,2021,PKR 69.75 lacs,"40,000 km",Petrol,2000 cc,Automatic,Lahore
6820,Hyundai Santro  2003 Club for Sale,2003,PKR 9 lacs,140 km,Petrol,1000 cc,Manual,Lahore
6821,Suzuki Every  2010  for Sale,2010,PKR 18 lacs,"116,500 km",Petrol,660 cc,Automatic,Lahore
6822,Lexus RX Series  2007 400H for Sale,2007,PKR 52.45 lacs,"82,649 km",Petrol,3300 cc,Automatic,Lahore
6823,Honda Vezel  2019 X Honda Sensing for Sale,2019,PKR 79.75 lacs,"44,000 km",Petrol,1500 cc,Automatic,Lahore
6824,Mitsubishi Ek Wagon  2006 G for Sale,2006,PKR 15.3 lacs,"14,500 km",Petrol,660 cc,Automatic,Lahore
6825,Toyota Corolla  2018 Altis Grande CVT-i 1.8 for Sale,2018,PKR 52.25 lacs,"82,250 km",Petrol,1800 cc,Automatic,Lahore
6826,Suzuki Swift  2018 DLX Automatic 1.3 Navigation for Sale,2018,PKR 26.1 lacs,"110,000 km",Petrol,1300 cc,Automatic,Lahore
6827,Suzuki Cultus  2003 VX for Sale,2003,PKR 6.9 lacs,"200,000 km",Petrol,1000 cc,Manual,Lahore
6828,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,PKR 47 lacs,"90,000 km",Petrol,1800 cc,Automatic,Lahore
6829,Honda City  1998 EXi Neo 1.5 for Sale,1998,PKR 8.2 lacs,"138,000 km",Petrol,1500 cc,Manual,Lahore
6830,Honda Civic Reborn 2007 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,2007,PKR 22 lacs,"125,000 km",Petrol,1800 cc,Automatic,Lahore
6831,Suzuki Hustler  2021 X for Sale,2021,PKR 36.5 lacs,"57,000 km",Petrol,660 cc,Automatic,Lahore
6832,Honda Vezel  2017 Hybrid X for Sale,2017,PKR 57.5 lacs,"75,000 km",Hybrid,1500 cc,Automatic,Lahore
6833,Toyota Corolla  2014 GLi Automatic 1.3 VVTi for Sale,2014,PKR 36.5 lacs,"110,000 km",Petrol,1300 cc,Automatic,Lahore
6834,Toyota Corolla  2009 Altis SR Cruisetronic 1.8 for Sale,2009,PKR 28 lacs,"166,000 km",Petrol,1800 cc,Automatic,Lahore
6835,Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,2020,PKR 60 lacs,"70,000 km",Petrol,1800 cc,Automatic,Lahore
6836,Honda BR-V  2021 i-VTEC S for Sale,2021,PKR 49 lacs,"35,000 km",Petrol,1500 cc,Automatic,Lahore
6837,Tesla Model 3  2022 Long Range for Sale,2022,PKR 1.99 crore,"11,000 km",Electric,75.0 kWh,Automatic,Lahore
6838,Honda City 5th (GM2) Generation 2018 1.3 i-VTEC Prosmatec for Sale,2018,PKR 35.5 lacs,"62,000 km",Petrol,1300 cc,Automatic,Lahore
6839,Toyota Fortuner  2019 2.7 VVTi for Sale,2019,PKR 1.18 crore,"81,000 km",Petrol,2700 cc,Automatic,Lahore
6840,Toyota Prius  2013 S LED Edition 1.8 for Sale,2013,PKR 48.5 lacs,"135,000 km",Hybrid,1800 cc,Automatic,Lahore
6841,Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,2018,PKR 52.85 lacs,"70,000 km",Petrol,1800 cc,Automatic,Lahore
6842,Daihatsu Mira  2012  for Sale,2012,PKR 11.1 lacs,"104,000 km",Petrol,660 cc,Manual,Lahore
6843,Suzuki Baleno  2004 JXR for Sale,2004,PKR 9.25 lacs,"208,000 km",Petrol,1300 cc,Manual,Lahore
6844,Daihatsu Mira  2007 X for Sale,2007,PKR 14 lacs,190 km,Petrol,660 cc,Automatic,Lahore
6845,Suzuki Swift  2022 GL CVT for Sale,2022,PKR 42 lacs,"28,978 km",Petrol,1200 cc,Automatic,Lahore
6846,Porsche Cayenne  2015 S E-Hybrid Platinum Edition for Sale,2015,PKR 2.75 crore,"51,000 km",Hybrid,3000 cc,Automatic,Lahore
6847,Mercedes Benz E Class 4th (W212) Generation 2014 E63 AMG for Sale,2014,PKR 2.5 crore,"48,000 km",Petrol,5500 cc,Automatic,Lahore
6848,Audi A6 4th (C7) Generation 2015 1.8 TFSI  for Sale,2015,PKR 1.05 crore,"106,000 km",Petrol,1800 cc,Automatic,Lahore
6849,Porsche Panamera  2014 S E-Hybrid for Sale,2014,PKR 3.3 crore,"54,000 km",Petrol,3000 cc,Automatic,Lahore
6850,BMW 5 Series  2021 530e for Sale,2021,PKR 3.9 crore,"10,300 km",Petrol,2000 cc,Automatic,Lahore
6851,MG 4  2023 Essence for Sale,2023,PKR 1.26 crore,"4,000 km",Electric,64.0 kWh,Automatic,Lahore
6852,Toyota C-HR  2017 G-LED for Sale,2017,PKR 79 lacs,"165,339 km",Hybrid,1800 cc,Automatic,Lahore
6853,Daihatsu Mira  2021 G SA III for Sale,2021,PKR 42.9 lacs,"2,000 km",Petrol,660 cc,Automatic,Lahore
6854,Toyota Land Cruiser  2006 Cygnus for Sale,2006,PKR 1.26 crore,"126,000 km",Petrol,4700 cc,Automatic,Lahore
6855,Toyota Prius  2015 L 1.8 for Sale,2015,PKR 51 lacs,"134,000 km",Hybrid,1800 cc,Automatic,Lahore
6856,Honda Civic 11th Generation 2024 Oriel for Sale,2024,PKR 83.75 lacs,"2,500 km",Petrol,1500 cc,Automatic,Lahore
6857,Honda Civic  2016 Oriel 1.8 i-VTEC CVT for Sale,2016,PKR 46 lacs,"127,540 km",Petrol,1800 cc,Automatic,Lahore
6858,Toyota Vitz  2007 F 1.3 for Sale,2007,PKR 20.25 lacs,"126,000 km",Petrol,1300 cc,Automatic,Lahore
6859,Honda Civic  2024 RS for Sale,2024,PKR 1.01 crore,"6,000 km",Petrol,1500 cc,Automatic,Lahore
6860,Honda Vezel  2019 Hybrid Z for Sale,2019,PKR 79.95 lacs,"28,940 km",Hybrid,1500 cc,Automatic,Lahore
6861,Toyota Land Cruiser  2009 ZX for Sale,2009,PKR 2.42 crore,"79,000 km",Petrol,4600 cc,Automatic,Lahore
6862,Mazda RX8  2003 Base Grade for Sale,2003,PKR 33 lacs,"83,000 km",Petrol,1300 cc,Automatic,Lahore
6863,Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,2020,PKR 57.5 lacs,"66,000 km",Petrol,1800 cc,Automatic,Lahore
6864,Toyota Corolla  2022 Altis 1.6 X CVT-i Special Edition for Sale,2022,PKR 63 lacs,"25,000 km",Petrol,1600 cc,Automatic,Lahore
6865,Toyota Corolla Axio  2017 Hybrid 1.5 for Sale,2017,PKR 59.5 lacs,"124,000 km",Hybrid,1500 cc,Automatic,Lahore
6866,Mitsubishi Ek Wagon  2013 G Safety Plus Edition for Sale,2013,PKR 22.5 lacs,"76,700 km",Petrol,660 cc,Automatic,Lahore
6867,United Bravo  2020 Base Grade  for Sale,2020,PKR 9.5 lacs,"70,000 km",Petrol,800 cc,Manual,Lahore
6868,Suzuki Alto  2022 VXL AGS for Sale,2022,PKR 27 lacs,"34,600 km",Petrol,660 cc,Automatic,Lahore
6869,Daihatsu Move  2018 X for Sale,2018,PKR 32 lacs,"101,500 km",Petrol,660 cc,Automatic,Lahore
6870,Audi A6  2015 1.8 TFSI Business Class Edition for Sale,2015,PKR 1.13 crore,"102,000 km",Petrol,1800 cc,Automatic,Lahore
6871,Honda Civic Reborn 2012 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,2012,PKR 30.5 lacs,"180,000 km",Petrol,1800 cc,Automatic,Lahore
6872,Toyota Belta  2006 X Business B Package 1.0 for Sale,2006,PKR 21.5 lacs,"117,000 km",Petrol,1000 cc,Automatic,Lahore
6873,Toyota Corolla  2012 GLi Automatic 1.6 VVTi for Sale,2012,PKR 28.45 lacs,"101,000 km",Petrol,1600 cc,Automatic,Lahore
6874,Toyota Aqua  2012 G LED Soft Leather Selection  for Sale,2012,PKR 40 lacs,"75,000 km",Hybrid,1500 cc,Automatic,Lahore
6875,Honda Civic Reborn 2006 MXST (Hybrid) for Sale,2006,PKR 29.8 lacs,"159,000 km",Hybrid,1300 cc,Automatic,Lahore
6876,Toyota Vitz  2018 1.0F Safety Edition III for Sale,2018,PKR 37.65 lacs,"89,000 km",Petrol,1000 cc,Automatic,Lahore
6877,Honda N One  2021 Premium Tourer for Sale,2021,PKR 36.75 lacs,"26,000 km",Petrol,658 cc,Automatic,Lahore
6878,Toyota Prado  2020 TX L Package 2.7 for Sale,2020,PKR 3.14 crore,"19,000 km",Petrol,2700 cc,Automatic,Lahore
6879,Audi e-tron  2022 50 Quattro 230 kW for Sale,2022,Call,"1,200 km",Electric,60.0 kWh,Automatic,Lahore
