Index,Title,Model,Price,Distance,Fuel Type,Engine,Transmission Type,City
13881,Suzuki Wagon R  2021 VXR for Sale,2021,PKR 25.5 lacs,"44,000 km",Petrol,1000 cc,Manual,Lahore
13882,Toyota Corolla  2021 Altis X Automatic 1.6 for Sale,2021,PKR 57.5 lacs,"21,900 km",Petrol,1600 cc,Automatic,Lahore
13883,Toyota Yaris  2020 ATIV MT 1.3 for Sale,2020,PKR 40.5 lacs,"43,000 km",Petrol,1300 cc,Manual,Lahore
13884,Honda Civic  2020 Oriel 1.8 i-VTEC CVT for Sale,2020,PKR 59 lacs,"60,000 km",Petrol,1800 cc,Automatic,Lahore
13885,Honda Fit  2012 1.3 Hybrid XH Selection for Sale,2012,PKR 30 lacs,"150,000 km",Hybrid,1300 cc,Automatic,Lahore
13886,KIA Stonic  2021 EX+ for Sale,2021,PKR 49 lacs,"46,000 km",Petrol,1400 cc,Automatic,Lahore
13887,Honda N One  2014 G for Sale,2014,PKR 26.9 lacs,"90,000 km",Petrol,660 cc,Automatic,Lahore
13888,Mercedes Benz S Class  2021  for Sale,2021,Call,"3,450 km",Petrol,4000 cc,Automatic,Lahore
13889,Daihatsu Move  2020 L SA 3 for Sale,2020,Call,"34,000 km",Petrol,660 cc,Automatic,Lahore
13890,Daihatsu Mira  2014 ES for Sale,2014,PKR 25.5 lacs,"100,000 km",Petrol,660 cc,Automatic,Lahore
13891,Honda City  2005 i-DSI Vario for Sale,2005,PKR 15 lacs,"200,000 km",Petrol,1300 cc,Automatic,Lahore
13892,Suzuki Wagon R  2017 VXL for Sale,2017,PKR 23.5 lacs,"98,000 km",Petrol,1000 cc,Manual,Lahore
13893,Suzuki Alto  2007 VXR for Sale,2007,PKR 8.7 lacs,"150,000 km",Petrol,1000 cc,Manual,Lahore
13894,Honda N One  2013 Premium for Sale,2013,PKR 25.25 lacs,"70,000 km",Petrol,660 cc,Automatic,Lahore
13895,Toyota Corolla  2016 Altis CVT-i 1.8 for Sale,2016,PKR 39.5 lacs,"200,000 km",Petrol,1800 cc,Automatic,Lahore
13896,Toyota Vitz  2008 F 1.0 for Sale,2008,PKR 19.5 lacs,"122,000 km",Petrol,1000 cc,Automatic,Lahore
13897,Audi A5  2014 1.8 TFSI for Sale,2014,PKR 78 lacs,"123,454 km",Petrol,1800 cc,Automatic,Lahore
13898,Nissan Dayz  2017  for Sale,2017,PKR 24 lacs,"148,560 km",Petrol,660 cc,Automatic,Lahore
13899,Honda Civic  2004 VTi Oriel Prosmatec 1.6 for Sale,2004,PKR 17.75 lacs,"125,000 km",Petrol,1600 cc,Automatic,Lahore
13900,Changan Alsvin  2022 1.5L DCT Comfort for Sale,2022,PKR 35.5 lacs,"46,133 km",Petrol,1500 cc,Automatic,Lahore
13901,Suzuki Cultus  2015 EURO II for Sale,2015,PKR 15.5 lacs,"116,000 km",Petrol,1000 cc,Manual,Lahore
13902,Nissan Note  2017 e-Power Nismo for Sale,2017,PKR 41.5 lacs,"68,251 km",Hybrid,1200 cc,Automatic,Lahore
13903,Suzuki Cultus  2013 EURO II for Sale,2013,PKR 15 lacs,"73,000 km",Petrol,1000 cc,Manual,Lahore
13904,Suzuki Ravi  2002  for Sale,2002,PKR 7.5 lacs,100 km,Petrol,800 cc,Manual,Lahore
13905,Honda Civic  2016 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,2016,PKR 46.5 lacs,"100,000 km",Petrol,1800 cc,Automatic,Lahore
13906,Suzuki Mehran  2018 VXR Euro II for Sale,2018,PKR 15.5 lacs,"75,000 km",Petrol,796 cc,Manual,Lahore
13907,Toyota Corolla  2022 Altis X Automatic 1.6 for Sale,2022,PKR 61.5 lacs,"15,794 km",Petrol,1598 cc,Automatic,Lahore
13908,Toyota Harrier  2002  for Sale,2002,PKR 30 lacs,"150,000 km",Petrol,2400 cc,Automatic,Lahore
13909,Toyota Corolla  2016 Altis Automatic 1.6 for Sale,2016,PKR 39.25 lacs,"110,237 km",Petrol,1600 cc,Automatic,Lahore
13910,Toyota Yaris  2024 GLI CVT 1.3 for Sale,2024,PKR 51.5 lacs,370 km,Petrol,1300 cc,Automatic,Lahore
13911,Honda City  1998 EXi for Sale,1998,PKR 7.45 lacs,"150,000 km",Petrol,1300 cc,Manual,Lahore
13912,Honda City  2003 EXi S Automatic for Sale,2003,PKR 13.85 lacs,"200,000 km",Petrol,1500 cc,Automatic,Lahore
13913,Suzuki Alto  2004 VXR (CNG) for Sale,2004,PKR 7.5 lacs,"300,000 km",CNG,1000 cc,Manual,Lahore
13914,Toyota Prius  2011 G Touring Selection 1.8 for Sale,2011,PKR 39 lacs,"90,000 km",Hybrid,1800 cc,Automatic,Lahore
13915,Hyundai Tucson  2020 AWD A/T Ultimate for Sale,2020,PKR 71 lacs,"55,000 km",Petrol,2000 cc,Automatic,Lahore
13916,Honda HR-V  2022 VTi-S for Sale,2022,PKR 72 lacs,"20,000 km",Petrol,1500 cc,Automatic,Lahore
13917,Honda City 5th (GM2) Generation 2018 1.3 i-VTEC for Sale,2018,PKR 31.5 lacs,"240,331 km",Petrol,1300 cc,Manual,Lahore
13918,Honda City  2003 EXi for Sale,2003,PKR 10.5 lacs,"10,000 km",Petrol,1300 cc,Manual,Lahore
13919,Suzuki Cultus  2021 Auto Gear Shift for Sale,2021,PKR 35.5 lacs,"50,000 km",Petrol,1000 cc,Automatic,Lahore
13920,Nissan Note  2021  for Sale,2021,PKR 70 lacs,"38,000 km",Petrol,1200 cc,Automatic,Lahore
13921,Toyota Corolla  2017 GLi Automatic 1.3 VVTi for Sale,2017,PKR 34.45 lacs,"82,600 km",Petrol,1300 cc,Automatic,Lahore
13922,Toyota Corolla  2012 Altis Cruisetronic 1.6 for Sale,2012,PKR 33.8 lacs,"193,000 km",Petrol,1600 cc,Automatic,Lahore
13923,Suzuki Cultus  2018 VXL for Sale,2018,PKR 23 lacs,"110,000 km",Petrol,1000 cc,Manual,Lahore
13924,Porsche Panamera  2013 S Hybrid for Sale,2013,PKR 2.3 crore,"75,000 km",Petrol,3000 cc,Automatic,Lahore
13925,Suzuki Alto  2024 VXL AGS for Sale,2024,PKR 32 lacs,300 km,Petrol,660 cc,Automatic,Lahore
13926,Toyota Land Cruiser  2008 AX G Selection for Sale,2008,PKR 1.7 crore,"160,000 km",Petrol,4600 cc,Automatic,Lahore
13927,Hyundai Tucson  2022 AWD A/T Ultimate for Sale,2022,PKR 74 lacs,"39,000 km",Petrol,2000 cc,Automatic,Lahore
13928,Honda City  2017 Aspire Prosmatec 1.5 i-VTEC for Sale,2017,PKR 38.75 lacs,"89,000 km",Petrol,1500 cc,Automatic,Lahore
13929,KIA Sorento  2024 3.5 FWD for Sale,2024,PKR 98 lacs,"10,200 km",Petrol,3500 cc,Automatic,Lahore
13930,Porsche Taycan  2022 4S for Sale,2022,PKR 4.6 crore,"9,000 km",Electric,71.0 kWh,Automatic,Lahore
13931,Toyota Corolla  2014 GLi 1.3 VVTi for Sale,2014,PKR 30.1 lacs,"167,000 km",Petrol,1300 cc,Manual,Lahore
13932,Honda City 5th (GM2) Generation 2015 Aspire 1.5 i-VTEC for Sale,2015,PKR 32.35 lacs,"96,000 km",Petrol,1500 cc,Manual,Lahore
13933,Mercedes Benz C Class  2012 C63 AMG for Sale,2012,PKR 1.65 crore,"48,000 km",Petrol,6200 cc,Automatic,Lahore
13934,Mercedes Benz EQC  2020 400 4MATIC for Sale,2020,Call,"25,970 km",Electric,80.0 kWh,Automatic,Lahore
13935,Suzuki Margalla  1998 GL Plus for Sale,1998,PKR 6.5 lacs,"76,000 km",Petrol,1300 cc,Manual,Lahore
13936,Honda Civic Rebirth 2012 VTi Oriel 1.8 i-VTEC for Sale,2012,PKR 28.5 lacs,"110,000 km",Petrol,1800 cc,Manual,Lahore
13937,Honda Civic  2000  for Sale,2000,PKR 35 lacs,"100,000 km",Petrol,2000 cc,Manual,Lahore
13938,Suzuki APV  2007 GLX for Sale,2007,PKR 17.5 lacs,"250,000 km",Petrol,1600 cc,Manual,Lahore
13939,Daihatsu Cuore  2005 CL for Sale,2005,PKR 8.5 lacs,"80,642 km",Petrol,800 cc,Manual,Lahore
13940,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,PKR 46.5 lacs,"125,807 km",Petrol,1800 cc,Automatic,Lahore
13941,Toyota Prius  2012  for Sale,2012,PKR 27.9 lacs,"160,000 km",Petrol,1500 cc,Automatic,Lahore
13942,Honda Civic  2022 1.5 RS Turbo for Sale,2022,PKR 86 lacs,"38,000 km",Petrol,1500 cc,Automatic,Lahore
13943,Suzuki Wagon R  2021 VXR for Sale,2021,PKR 27.5 lacs,"41,000 km",Petrol,1000 cc,Manual,Lahore
13944,Toyota Fortuner  2021 2.7 V for Sale,2021,PKR 1.49 crore,"98,900 km",Petrol,2700 cc,Automatic,Lahore
13945,Honda Vezel  2017 Hybrid Z for Sale,2017,PKR 62.5 lacs,"42,000 km",Hybrid,1500 cc,Automatic,Lahore
13946,Honda Civic Eagle Eye 2005 EXi for Sale,2005,PKR 21 lacs,"157,000 km",Petrol,1500 cc,Manual,Lahore
13947,KIA Sportage  2020 AWD for Sale,2020,PKR 65.76 lacs,"60,000 km",Petrol,2000 cc,Automatic,Lahore
13948,Toyota Prius  2015  for Sale,2015,PKR 37.95 lacs,"112,200 km",Hybrid,1800 cc,Automatic,Lahore
13949,Suzuki Potohar  1984 Basegrade for Sale,1984,PKR 15.5 lacs,200 km,Petrol,1000 cc,Manual,Lahore
13950,Toyota Passo  2020 X for Sale,2020,PKR 30.5 lacs,"80,000 km",Petrol,1000 cc,Automatic,Lahore
13951,Honda Civic Reborn 2011 VTi Oriel 1.8 i-VTEC for Sale,2011,PKR 23.75 lacs,"133,600 km",Petrol,1800 cc,Manual,Lahore
13952,Honda Civic Reborn 2007 VTi 1.8 i-VTEC for Sale,2007,PKR 19.85 lacs,"117,000 km",Petrol,1800 cc,Manual,Lahore
13953,Toyota Yaris Cross  2021  for Sale,2021,PKR 78 lacs,"48,000 km",Hybrid,1500 cc,Automatic,Lahore
13954,KIA Sportage  2021 FWD for Sale,2021,PKR 72 lacs,"80,000 km",Petrol,2000 cc,Automatic,Lahore
13955,Suzuki Mehran  2007 VXR for Sale,2007,PKR 7.3 lacs,"60,000 km",Petrol,800 cc,Manual,Lahore
13956,Toyota Fortuner  2021 2.7 V for Sale,2021,PKR 1.55 crore,"20,000 km",Petrol,2700 cc,Automatic,Lahore
13957,Mitsubishi Pajero  1991 Super Exceed 3.0 for Sale,1991,PKR 26 lacs,"200,000 km",Petrol,3000 cc,Automatic,Lahore
13958,Toyota Corolla  2019 GLi 1.3 VVTi for Sale,2019,PKR 42.5 lacs,"85,000 km",Petrol,1300 cc,Manual,Lahore
13959,Honda City 5th (GM2) Generation 2013 Aspire 1.3 i-VTEC for Sale,2013,PKR 39.5 lacs,"130,005 km",Petrol,1300 cc,Manual,Lahore
13960,Suzuki Alto  2009 VXR for Sale,2009,PKR 12.5 lacs,"100,000 km",Petrol,1000 cc,Manual,Lahore
13961,Hyundai Tucson  2018  for Sale,2018,PKR 59 lacs,"40,000 km",Petrol,2000 cc,Manual,Lahore
13962,Nissan Juke  2010 15RX for Sale,2010,PKR 29.9 lacs,"148,000 km",Petrol,1500 cc,Automatic,Lahore
13963,Toyota Yaris  2020 ATIV X CVT 1.5 for Sale,2020,PKR 45 lacs,"150,000 km",Petrol,1500 cc,Automatic,Lahore
13964,Toyota Corolla  2011 GLi 1.3 VVTi for Sale,2011,PKR 24.35 lacs,"160,000 km",Petrol,1300 cc,Manual,Lahore
13965,Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,2018,PKR 52.5 lacs,87 km,Petrol,1800 cc,Automatic,Lahore
13966,Suzuki Alto  2023 VXL AGS for Sale,2023,PKR 28.5 lacs,"18,000 km",Petrol,660 cc,Automatic,Lahore
13967,Changan Karvaan  2021 Base Model 1.0 for Sale,2021,PKR 23.1 lacs,"77,000 km",Petrol,1000 cc,Manual,Lahore
13968,Suzuki Swift  2011 DLX 1.3 for Sale,2011,PKR 18 lacs,"110,000 km",Petrol,1300 cc,Manual,Lahore
13969,Honda N One  2013 G for Sale,2013,PKR 20.5 lacs,"108,000 km",Petrol,660 cc,Automatic,Lahore
13970,Suzuki Bolan  2020  for Sale,2020,PKR 17.35 lacs,325 km,Petrol,800 cc,Manual,Lahore
13971,Suzuki Ravi  2008  for Sale,2008,PKR 7.55 lacs,"100,000 km",Petrol,800 cc,Manual,Lahore
13972,Hino 500 Series  1995  for Sale,1995,PKR 68 lacs,1 km,Diesel,7200 cc,Manual,Lahore
13973,Lexus CT200h  2011 F Sport for Sale,2011,PKR 53 lacs,"156,000 km",Petrol,1800 cc,Automatic,Lahore
13974,Suzuki Mehran  2017 VXR Euro II for Sale,2017,PKR 12.25 lacs,"85,000 km",Petrol,796 cc,Manual,Lahore
13975,Honda Civic  2016 Turbo 1.5 VTEC CVT for Sale,2016,PKR 48 lacs,"100,200 km",Petrol,1500 cc,Automatic,Lahore
13976,Suzuki Baleno  2003 JXR for Sale,2003,PKR 8.7 lacs,"172,000 km",Petrol,1300 cc,Manual,Lahore
13977,Honda Civic  2011 VTi Oriel Prosmatec 1.8 i-VTEC for Sale,2011,PKR 25.5 lacs,"135,000 km",Petrol,1800 cc,Automatic,Lahore
13978,Honda Vezel  2014 Hybrid X for Sale,2014,PKR 52 lacs,"110,000 km",Hybrid,1500 cc,Automatic,Lahore
13979,Suzuki Mehran  2008 VXR for Sale,2008,PKR 7.6 lacs,"55,000 km",Petrol,800 cc,Manual,Lahore
13980,Suzuki Cultus  2012 EURO II for Sale,2012,PKR 13.8 lacs,"60,000 km",Petrol,1000 cc,Manual,Lahore
13981,Suzuki FX  1980  for Sale,1980,PKR 3.15 lacs,"100,000 km",Petrol,800 cc,Manual,Lahore
13982,MG HS  2021 Trophy for Sale,2021,PKR 62.5 lacs,"43,000 km",Petrol,1500 cc,Automatic,Lahore
13983,Hyundai Santro  2003 Club for Sale,2003,PKR 7.5 lacs,123 km,Petrol,1000 cc,Manual,Lahore
13984,Toyota Yaris  2021 ATIV CVT 1.3 for Sale,2021,PKR 42 lacs,"49,000 km",Petrol,1300 cc,Automatic,Lahore
13985,Suzuki Mehran  2016 VX Euro II Limited Edition for Sale,2016,PKR 12.5 lacs,"90,000 km",Petrol,800 cc,Manual,Lahore
13986,Nissan Moco  2014 Dolce X for Sale,2014,PKR 20.5 lacs,"100,000 km",Petrol,660 cc,Automatic,Lahore
13987,Daihatsu Cuore  2011 CX Ecomatic for Sale,2011,PKR 11 lacs,"200,000 km",Petrol,800 cc,Automatic,Lahore
13988,Toyota Corolla  2019 Altis Grande CVT-i 1.8 for Sale,2019,PKR 60 lacs,"60,000 km",Petrol,1800 cc,Automatic,Lahore
13989,Honda Civic Reborn 2011 VTi 1.8 i-VTEC for Sale,2011,PKR 23.9 lacs,"104,542 km",Petrol,1800 cc,Manual,Lahore
13990,Toyota Vitz  2011 F 1.0 for Sale,2011,PKR 28 lacs,"181,000 km",Petrol,1000 cc,Automatic,Lahore
13991,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,PKR 47.5 lacs,"94,000 km",Petrol,1800 cc,Automatic,Lahore
13992,Audi e-tron  2022 55 Quattro 300kW for Sale,2022,PKR 2.9 crore,50 km,Electric,95.0 kWh,Automatic,Lahore
13993,Toyota Corolla  2016 Altis Automatic 1.6 for Sale,2016,PKR 40.5 lacs,"97,000 km",Petrol,1600 cc,Automatic,Lahore
13994,Toyota Town Ace  1985  for Sale,1985,PKR 10.5 lacs,"100,000 km",Petrol,2000 cc,Manual,Lahore
13995,Suzuki Cultus  2011 VXLi for Sale,2011,PKR 12.25 lacs,"95,000 km",Petrol,1000 cc,Manual,Lahore
13996,Honda City  2011 i-VTEC for Sale,2011,PKR 24 lacs,"220,000 km",Petrol,1300 cc,Manual,Lahore
13997,United Bravo  2022 Base Grade  for Sale,2022,PKR 10.5 lacs,"5,000 km",Petrol,800 cc,Manual,Lahore
13998,Suzuki Swift  2011 DX 1.3 for Sale,2011,PKR 18 lacs,"210,000 km",Petrol,1300 cc,Manual,Lahore
13999,Proton Saga  2022 1.3L Ace A/T for Sale,2022,PKR 28.95 lacs,"50,000 km",Petrol,1299 cc,Automatic,Lahore
14000,Toyota Land Cruiser  2018 ZX for Sale,2018,PKR 4.65 crore,"72,000 km",Petrol,4600 cc,Automatic,Lahore
14001,Toyota Land Cruiser  2014 ZX for Sale,2014,PKR 3.1 crore,"125,000 km",Petrol,4600 cc,Automatic,Lahore
14002,Toyota C-HR  2020 G-LED for Sale,2020,PKR 97.5 lacs,"34,000 km",Hybrid,1800 cc,Automatic,Lahore
14003,Tesla Model 3  2021 Long Range for Sale,2021,PKR 1.85 crore,"20,000 km",Electric,75.0 kWh,Automatic,Lahore
14004,Suzuki Alto  2022 VX for Sale,2022,PKR 24 lacs,"4,200 km",Petrol,660 cc,Manual,Lahore
14005,Honda Civic Eagle Eye 2005 EXi Prosmatec for Sale,2005,PKR 16 lacs,"224,074 km",Petrol,1500 cc,Automatic,Lahore
14006,Toyota Land Cruiser  2017 ZX for Sale,2017,PKR 4.2 crore,"38,000 km",Petrol,4600 cc,Automatic,Lahore
14007,Toyota Hilux  2022 Revo Rocco for Sale,2022,PKR 1.39 crore,"31,000 km",Diesel,2800 cc,Automatic,Lahore
14008,Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,2018,PKR 53.5 lacs,"47,000 km",Petrol,1800 cc,Automatic,Lahore
14009,Toyota Land Cruiser  2023 ZX Gasoline 3.5L for Sale,2023,PKR 8.1 crore,1 km,Petrol,3500 cc,Automatic,Lahore
14010,Honda City 5th (GM2) Generation 2009 1.3 i-VTEC for Sale,2009,PKR 25 lacs,"150,000 km",Petrol,1300 cc,Manual,Lahore
14011,Honda City  2014 1.3 i-VTEC for Sale,2014,PKR 27 lacs,"140,000 km",Petrol,1300 cc,Manual,Lahore
14012,Toyota Corolla  1988  for Sale,1988,PKR 12 lacs,"10,000 km",Petrol,1600 cc,Manual,Lahore
14013,Nissan Lafesta  2007  for Sale,2007,PKR 29.5 lacs,"176,000 km",Diesel,2000 cc,Manual,Lahore
14014,Suzuki Baleno  2007  for Sale,2007,PKR 15 lacs,"298,000 km",Petrol,1300 cc,Manual,Lahore
14015,Honda Civic  2003 VTi Prosmatec 1.6 for Sale,2003,PKR 13 lacs,"250,000 km",Petrol,1600 cc,Automatic,Lahore
14016,Toyota Yaris  2021 GLI MT 1.3 for Sale,2021,PKR 36.3 lacs,"60,000 km",Petrol,1300 cc,Manual,Lahore
14017,Toyota Yaris  2022 ATIV CVT 1.3 for Sale,2022,PKR 52 lacs,"19,500 km",Petrol,1300 cc,Automatic,Lahore
14018,Hyundai Santro  2007 Club for Sale,2007,PKR 9.85 lacs,"113,000 km",Petrol,1000 cc,Manual,Lahore
14019,Honda CR-V  2006  for Sale,2006,PKR 27 lacs,"125,000 km",Diesel,2250 cc,Manual,Lahore
14020,DFSK Glory 580  2021 1.8 CVT for Sale,2021,PKR 48 lacs,"82,000 km",Petrol,1800 cc,Automatic,Lahore
14021,Honda Cross Road  2010 1.8 L X PACKAGE for Sale,2010,PKR 40 lacs,"140,000 km",Petrol,1800 cc,Automatic,Lahore
14022,Honda Fit  2015 1.5 Hybrid S Package for Sale,2015,PKR 33.5 lacs,"98,000 km",Hybrid,1500 cc,Automatic,Lahore
14023,Opel Corsa  1957 1.2 for Sale,1957,PKR 26 lacs,"100,000 km",Petrol,1700 cc,Manual,Lahore
14024,Toyota Corolla  2019 GLi Automatic 1.3 VVTi for Sale,2019,PKR 46 lacs,"79,000 km",Petrol,1300 cc,Automatic,Lahore
14025,Toyota Corolla  1998 XE for Sale,1998,PKR 14 lacs,"229,021 km",Petrol,1300 cc,Manual,Lahore
14026,Honda Civic  2022 Oriel for Sale,2022,PKR 71.5 lacs,"78,500 km",Petrol,1500 cc,Automatic,Lahore
14027,Honda City 5th (GM2) Generation 2019 1.3 i-VTEC for Sale,2019,PKR 36.5 lacs,"50,000 km",Petrol,1300 cc,Manual,Lahore
14028,Suzuki Mehran  1998  for Sale,1998,PKR 3.75 lacs,123 km,Petrol,800 cc,Manual,Lahore
14029,Toyota Corolla  2019 GLi 1.3 VVTi Special Edition for Sale,2019,PKR 41.95 lacs,"86,350 km",Petrol,1300 cc,Manual,Lahore
14030,Suzuki Mehran  2016 VXR Euro II for Sale,2016,PKR 10.7 lacs,"40,000 km",Petrol,800 cc,Manual,Lahore
14031,Honda City  2000 EXi S Automatic for Sale,2000,PKR 10.5 lacs,"115,000 km",Petrol,1300 cc,Automatic,Lahore
14032,Suzuki Cultus  2014 EURO II for Sale,2014,PKR 15.5 lacs,"150,000 km",Petrol,1000 cc,Manual,Lahore
14033,Honda Civic  2000 VTi Oriel 1.6 for Sale,2000,PKR 13.5 lacs,"150,000 km",Petrol,1600 cc,Manual,Lahore
14034,Suzuki Alto  2021 VXL AGS for Sale,2021,PKR 27 lacs,"41,000 km",Petrol,660 cc,Automatic,Lahore
14035,Suzuki Cultus  2008 VXRi for Sale,2008,PKR 9.6 lacs,"80,000 km",Petrol,1000 cc,Manual,Lahore
14036,Hyundai Santro  2001  for Sale,2001,PKR 6.95 lacs,"50,000 km",Petrol,1000 cc,Manual,Lahore
14037,Suzuki FX  1989  for Sale,1989,PKR 3 lacs,"50,000 km",Petrol,800 cc,Manual,Lahore
14038,Honda Life  2011 G Comfort Select for Sale,2011,PKR 21.9 lacs,"141,394 km",Petrol,660 cc,Automatic,Lahore
14039,Power  Mini Bus  2014  for Sale,2014,PKR 5.5 lacs,"170,000 km",Petrol,1000 cc,Manual,Lahore
14040,Nissan Dayz Highway Star  2020  for Sale,2020,PKR 38.85 lacs,"24,000 km",Hybrid,660 cc,Automatic,Lahore
14041,Suzuki Cultus  2011 VXRi for Sale,2011,PKR 11.7 lacs,"60,000 km",Petrol,1000 cc,Manual,Lahore
14042,Suzuki Cultus  2015 EURO II for Sale,2015,PKR 17 lacs,"160,000 km",Petrol,1000 cc,Manual,Lahore
14043,Suzuki Mehran  2004 VX for Sale,2004,PKR 5.5 lacs,"1,000,000 km",Petrol,800 cc,Manual,Lahore
14044,Suzuki Bolan  2017  for Sale,2017,PKR 14.3 lacs,"50,000 km",Petrol,800 cc,Manual,Lahore
14045,Toyota Corolla  2011 Altis SR Cruisetronic 1.6 for Sale,2011,PKR 33 lacs,"100,000 km",Petrol,1600 cc,Automatic,Lahore
14046,Nissan Sunny  2010 EX Saloon Automatic 1.6 for Sale,2010,PKR 23 lacs,"130,000 km",Petrol,1600 cc,Automatic,Lahore
14047,Chevrolet Exclusive  2003 LS 0.8 for Sale,2003,PKR 7.25 lacs,"125,000 km",Petrol,800 cc,Manual,Lahore
14048,Suzuki Cervo  2012  for Sale,2012,PKR 15 lacs,"80,000 km",Petrol,700 cc,Automatic,Lahore
14049,Honda City 6th Generation 2022 1.5L ASPIRE CVT for Sale,2022,PKR 47.5 lacs,"94,000 km",Petrol,1500 cc,Automatic,Lahore
14050,Honda Civic  2018 Oriel 1.8 i-VTEC CVT for Sale,2018,PKR 52 lacs,"72,000 km",Petrol,1800 cc,Automatic,Lahore
14051,Toyota Yaris Hatchback  2022  for Sale,2022,PKR 51.95 lacs,"17,000 km",Petrol,1000 cc,Automatic,Lahore
14052,Suzuki Bolan  1989 VX for Sale,1989,PKR 4.9 lacs,"50,000 km",Petrol,800 cc,Manual,Lahore
14053,Suzuki Swift  2015 DLX 1.3 for Sale,2015,PKR 21 lacs,"109,400 km",Petrol,1300 cc,Manual,Lahore
14054,Honda Civic  2019 Oriel 1.8 i-VTEC CVT for Sale,2019,PKR 65 lacs,"76,000 km",Petrol,1800 cc,Automatic,Lahore
14055,Toyota Corolla  2016 GLi 1.3 VVTi for Sale,2016,PKR 29.95 lacs,"58,000 km",Petrol,1300 cc,Manual,Lahore
14056,Suzuki Mehran  2013 VX Euro II for Sale,2013,PKR 11.35 lacs,"72,000 km",Petrol,796 cc,Manual,Lahore
14057,Suzuki Cultus  2006 VXR for Sale,2006,PKR 8.9 lacs,"64,000 km",Petrol,1000 cc,Manual,Lahore
14058,Honda Civic  2002 VTi 1.6 for Sale,2002,PKR 12.75 lacs,"260,000 km",Petrol,1600 cc,Manual,Lahore
14059,Toyota Prado  2019 TX 2.7 for Sale,2019,PKR 2.45 crore,"34,000 km",Petrol,2700 cc,Automatic,Lahore
14060,Toyota Corolla  2021 Altis X Automatic 1.6 for Sale,2021,PKR 55 lacs,"51,000 km",Petrol,1598 cc,Automatic,Lahore
14061,Toyota Corolla  2022 Altis X Automatic 1.6 for Sale,2022,PKR 60 lacs,"40,000 km",Petrol,1598 cc,Automatic,Lahore
14062,Toyota Corolla  2011 Altis SR Cruisetronic 1.6 for Sale,2011,PKR 35 lacs,"203,361 km",Petrol,1600 cc,Automatic,Lahore
14063,Honda City  2019 1.3 i-VTEC Prosmatec for Sale,2019,PKR 39.5 lacs,"65,000 km",Petrol,1300 cc,Automatic,Lahore
14064,Toyota Corolla 9th (E120) Generation 2002 SE Saloon for Sale,2002,PKR 10 lacs,"469,581 km",Petrol,1600 cc,Manual,Lahore
14065,BMW X1  2021 sDrive18i for Sale,2021,PKR 1.65 crore,"15,000 km",Petrol,1500 cc,Automatic,Lahore
14066,Toyota Mark II  2003 Grande 2.0 for Sale,2003,PKR 25 lacs,"180,000 km",Petrol,2000 cc,Automatic,Lahore
14067,Honda City  2019  for Sale,2019,PKR 35.75 lacs,"100,000 km",Petrol,1300 cc,Automatic,Lahore
14068,Suzuki Swift  1988  for Sale,1988,PKR 4.25 lacs,"19,379 km",Petrol,1000 cc,Manual,Lahore
14069,Toyota Corolla Axio  2015 Hybrid 1.5 for Sale,2015,PKR 54 lacs,"119,000 km",Hybrid,1500 cc,Automatic,Lahore
14070,Honda Civic  2021 1.8 i-VTEC CVT for Sale,2021,PKR 62 lacs,"26,000 km",Petrol,1800 cc,Automatic,Lahore
14071,Toyota Corolla  2016 GLi 1.3 VVTi for Sale,2016,PKR 37 lacs,"151,690 km",Petrol,1300 cc,Automatic,Lahore
14072,Toyota Hilux  2008 SR5 for Sale,2008,PKR 48.5 lacs,"100,000 km",Diesel,3000 cc,Manual,Lahore
14073,Honda BR-V  2019 i-VTEC MT for Sale,2019,PKR 45.5 lacs,"118,000 km",Petrol,1500 cc,Manual,Lahore
14074,Toyota Corolla  2013 GLi 1.3 VVTi for Sale,2013,PKR 28 lacs,1 km,Petrol,1300 cc,Manual,Lahore
14075,KIA Grand Carnival  2022 Executive for Sale,2022,PKR 1.43 crore,"7,600 km",Petrol,3500 cc,Automatic,Lahore
14076,Toyota Passo  2014 X G Package for Sale,2014,PKR 27.99 lacs,"82,000 km",Petrol,1000 cc,Automatic,Lahore
14077,Mercedes Benz E Class 4th (W212) Generation 2012 E200 for Sale,2012,PKR 1.25 crore,"95,000 km",Petrol,1800 cc,Automatic,Lahore
14078,Toyota Land Cruiser  1993 VX Limited 4.2D for Sale,1993,PKR 36.5 lacs,"256,933 km",Diesel,4200 cc,Manual,Lahore
14079,Toyota Corolla  2019 Altis Automatic 1.6 for Sale,2019,PKR 50 lacs,"124,825 km",Petrol,1600 cc,Automatic,Lahore
14080,Suzuki Wagon R  2006  for Sale,2006,PKR 15.95 lacs,"88,000 km",Petrol,660 cc,Automatic,Lahore
14081,Suzuki Swift  2014 DLX 1.3 for Sale,2014,PKR 19 lacs,"92,000 km",Petrol,1300 cc,Manual,Lahore
14082,Suzuki Alto  2004 VXR for Sale,2004,PKR 7.75 lacs,"120,000 km",Petrol,1000 cc,Manual,Lahore
